type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
location,Appartement,370.0,30.0,2.0,,Limoges,87100,"Limoges-Landouge - Appartement À Louer T1. LIMOGES-LANDOUGE, appartement de type à louer en rez de chaussée, comprenant une pièce vie de 15 m² et une chambre de 10,34 m², salle d'eau et wc séparés. chauffage individuel électrique. double vitrage pvc - loyer 340 € + 30 € de charges. DPE E",orpi
location,Appartement,350.0,17.0,1.0,,Saint,42100,"Saint Etienne TREFILERIE - CENTRE 2 (1 rue Edouard Vaillant) - Studio Meublé idéal étudiant. Saint Etienne TREFILERIE - BADOUILLERE - Dans une résidence étudiante sécurisée (face à la Faculté Jean Monnet) , nous vous proposons ce studio meublé de 17.07 m² comprenant une entrée, une pièce de vie (canapé lit, bureau) avec coin kitchenette et une salle d'eau avec WC. Cet appartement dispose de tout l'équipement nécessaire à votre installation et sera idéal pour une personne seule ou un étudiant.",orpi
location,Appartement,325.0,22.0,2.0,,Saint,42000,"Saint Etienne CENTRE (14 rue Léon Nautin) Studio Meublé 22.29 m². Saint Etienne HYPER CENTRE (14 rue Léon Nautin) - Appartement de type 1 meublé de 23 m², comprenant une cuisine équipée (plaque, réfrigérateur, micro-ondes, machine à laver), une chambre avec lit double avec un espace douche et des WC séparés.",orpi
location,Appartement,291.0,17.0,1.0,,Troyes,10000,,entreparticuliers
location,Appartement,290.0,15.0,1.0,,Rodez,12000,"Appartement Rodez 1 pièce(s) 14,87 m2. Dans le centre ville de RODEZ, venez découvrir dans un immeuble entièrement rénové et sécurisé, ce beau studio possède une vraie cuisine aménagée et équipée (meubles hauts et bas, hotte, plaque et frigo). Proche de toutes commodités et des centres de formations. Etudiant, cet appartement est fait pour vous !",orpi
location,Maison,3120.0,180.0,6.0,5.0,Villebon-sur-yvette,91140,"**Grande villa d'architecte totalement atypique relativement récente et spacieuse** de 180 m² habitables + un local indépendant de stockage de 22 M2 pouvant être aménagé en studio , située dans un...",pap
location,Maison,3100.0,160.0,5.0,4.0,Colombes,92700,Maison de 160m² sur jardin clôturé avec une grande pièce à vivre au RDC. Au 1er étage se trouve 3 chambres indépendantes ainsi qu'une SDB. Le 2 étage est composé quant à lui d'une suite parentale de...,pap
location,Maison,2750.0,99.0,5.0,3.0,Bièvres,91570,"*Maison moderne neuve 2024 – Prestations haut de gamme – Jardin et parking**.  Disponibilité 27/06/2026  Découvrez cette maison contemporaine construite en 2024, offrant des **prestations modernes**,...",pap
location,Maison,2700.0,160.0,6.0,4.0,Bordeaux,33000,"Quartier résidentiel  de Cauderan , secteur villa primerose,  rue calme, proche des écoles  de Tivoli et grand Lebrun et du parc bordelais. 4 chambres,  2 salles d'eau, un grand séjour/salle à...",pap
location,Maison,2700.0,140.0,6.0,5.0,Tassin-la-demi-lune,69160,"**Pas de contact d'agence** Disponible à partir du 1ᵉʳ mai 2026  Tassin le Sauze. Maison architecte , mitoyenne, au bout impasse privée. Pièce principale 53 m2 avec cuisine équipée ouverte sur grande...",pap
location,Maison,2600.0,110.0,5.0,4.0,Châtillon,92320,Maison à Châtillon (limite Clamart) de 110 m² habitables Cuisine équipée - 2 salles de bain 5 pièces (grand séjour de 37 m² + 4 autres pièces de 11 m² à 14 m²) Terrasse + Jardin (orientation Sud +...,pap
location,Maison,2400.0,52.0,3.0,2.0,Paris,75020,Nous louons notre magnifique maison en haut du parc de Belleville (métro Pyrénées le plus proche). Cette maison atypique est dans une villa où plusieurs petites maisons et voisins très très...,pap
location,Maison,1994.0,120.0,5.0,4.0,Vélizy-villacoublay,78140,"Maison familiale meublée — Vélizy-Villacoublay (78) 120 m² | 5 chambres | Jardin | 1 994 €/mois | Libre le 19 mai 2026  Lumineuse, spacieuse et rénovée, cette maison de 120 m² implantée dans le...",pap
location,Maison,1950.0,62.0,3.0,2.0,Meudon,92190,"**Maison de charme rénovée** – Esprit contemporain centre-ville Meudon  Située face au centre culturel et à proximité immédiate du Potager du Dauphin, cette maison de ville entièrement rénovée...",pap
location,Maison,1800.0,70.0,4.0,3.0,Gentilly,94250,"Face Paris. avec jardin,  très agréable, Pavillon meublé 70 m2, jardin, 3 chambres, grand salon, salle de bains, wc séparés. A 2 pas commerces.  Idéal Colocation étudiants.  Très bien situé, 5 min...",pap
location,Maison,1650.0,100.0,4.0,3.0,Bordeaux,33000,Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...,pap
location,Maison,1580.0,116.0,5.0,3.0,Recloses,77760,"Située dans le paisible et réputé village de Recloses, à proximité immédiate de Fontainebleau (8 min du château), cette maison de plain pied offre une superficie d’un peu plus de 115 m2. Construite...",pap
location,Maison,1400.0,70.0,2.0,1.0,Nanterre,92000,Loft sur 2 étages de 65 m² avec terrasse de 40 m²  Au rez-de-chaussée un salon avec cuisine Américaine équipée. Au 1er étage une grande chambre avec un petit dressing et une salle de bain équipée...,pap
location,Maison,1380.0,120.0,5.0,4.0,Kilstett,67840,MAISON IND. à LOUER - 120 m2 Jardin et verger- KILSTETT  15 kms de Strasbourg - Loyer mensuel de 1180. € Maison familiale avec 3 Chambres à l’étage - parquet - Au Rdc une Cuisine aménagée ouverte sur...,pap
location,Maison,1350.0,72.0,4.0,3.0,Montigny-lès-cormeilles,95370,"Centre village, copropriété calme de 4 lots, vue exceptionnelle au balcon. Maison Duplex 80 m2, 20 min de la Gare St-Lazare.  Grand séjour cuisine clair de 35 m2 -3.60 HSP - oriente sud ouest vers...",pap
location,Maison,1305.0,126.0,5.0,,Saint,66240,"Villa à louer idéalement située au 12 Avenue de Rivesaltes à Saint-Estève, offrant 126 m² de surface bien agencée dans un état soigné. Cette maison construite en 1970 propose un emplacement paisible avec jardin privatif, terrasse et balcon pour profiter des extérieurs. Elle dispose de 4 chambres, d’un séjour lumineux, d’un grenier et d’un sous-sol offrant de nombreux rangements. Pour votre confort, vous bénéficierez d'un garage",orpi
location,Maison,1300.0,101.0,5.0,3.0,Caudebec-lès-elbeuf,76320,"Loue maison spacieuse refaite à neuf dans le centre-ville comprenant  : 3 chambres dont une chambre avec WC et lavabo, fenêtre PVC avec double vitrage, une très grande cuisine, très grande salle de...",pap
location,Maison,1290.0,195.0,6.0,,Saint,42100,"Saint Etienne Sud Maison de 195.89 m2 - 6 pièces - 4 ou 5 chambres avec Jardin privatif (485 m²). Saint Etienne Sud, Chemin Claude Berthier, cette maison d’habitation développe une surface habitable de 195,89 m² et s’adresse tout particulièrement à une clientèle familiale en quête d’un environnement résidentiel privilégié. Implantée sur une parcelle de 485 m² entièrement close et arborée, elle bénéficie d’un cadre discret, à l’abri des regards, tout en restant à proximité immédiate des transports en commun, des établissements scolaires et des commerces de première nécessité. Élevée sur trois niveaux – rez-de-chaussée, premier étage et combles aménagés – la maison offre une distribution fonctionnelle et des volumes généreux. Le rez-de-chaussée se compose d’un vaste séjour agrémenté d’un poêle à bois, ouvrant sur une première terrasse, ainsi que d’une cuisine indépendante de belle dimension, entièrement aménagée et équipée avec îlot central, donnant accès à une seconde terrasse adaptée aux repas en extérieur. L’étage accueille quatre chambres lumineuses, toutes pourvues de placards muraux. Une grande salle d’eau complète cet espace nuit ; elle dispose de doubles vasques, d’une douche, d’une baignoire et se prolonge par un espace buanderie fonctionnel. Des sanitaires sont présents aux deux principaux niveaux. Les combles aménagés abritent une cinquième chambre, offrant un espace supplémentaire pouvant convenir à un adolescent, à des invités ou à un bureau. Un carport de grande capacité permet le stationnement sécurisé des véhicules à l’entrée de la propriété, accessible par un portail motorisé. Les prestations techniques comprennent une chaudière gaz installée en 2024 assurant un chauffage par le sol, des menuiseries en double vitrage PVC et aluminium ainsi qu’une isolation des combles. La présence d’une source permet le stockage de l’eau dans une cuve située dans l’une des deux caves. Implantée dans une rue paisible, la propriété s’inscrit dans un environnement de voisinage particulièrement qualitatif, les propriétaires du secteur veillant collectivement au maintien de la tranquillité et de la qualité de vie. DPE : D – D.",orpi
location,Maison,1200.0,96.0,5.0,3.0,Brest,29200,"Maison T5 de 96 m² meublée, mitoyenne (1 pignon) à Brest rive droite comprenant : - Au rez-de-chaussée : un beau séjour/salon avec cuisine ouverte et îlot de séparation, sellier/buanderie, wc, petit...",pap
location,Maison,1120.0,145.0,6.0,5.0,Niort,79000,"À Niort, quartier Goise, au Sud du quartier Champommiers, proche écoles, collèges, lycée, commerces, services, bus et trains.  Maison d'une surface totale de 170 m2 (85 m2 par niveau), édifiée sur un...",pap
location,Maison,1100.0,70.0,4.0,2.0,Elne,66200,"Rare à 5 min de Perpignan Sud et à 10 min des plages. Entre Elne et Corneilla, maison meublée avec grand jardin et garage Location à l'année.  A 5 min de Perpignan sud, 5 min de St Cyprien, 10 min...",pap
location,Maison,1099.0,77.0,3.0,2.0,Pia,66380,"Villa neuve 100 % meublée – Prête à vivre !   Disponible à partir de fin Avril  – Plain-pied – 78m² – Terrain 185 m².  Loyer : 1.099 €.  Posez vos valises, tout est déjà là ! Offrez-vous confort et...",pap
location,Maison,1075.0,97.0,4.0,,Saint,40090,"Maison récente à St Perdon 3ch 93 m². Maison à louer de 97.3 m². Située dans un lotissement calme à SAINT PERDON, cette maison récente offre 3 chambres confortables, un séjour lumineux et une belle terrasse pour profiter des beaux jours ️. Stationnement facile avec un parking intérieur et un parking extérieur . Disponible début fin juin, début juillet 2026. Déposez votre dossier dès aujourd'hui !",orpi
location,Maison,980.0,102.0,6.0,4.0,Saint-germain-sur-avre,27320,"Maison rénovée de plain-pied de 102 m² sur sous-sol complet 104 m2, implantée sur un terrain de 850 m² clôturé dans un quartier calme.  École sur la commune, arrêt de bus pour le collège et le lycée...",pap
location,Maison,900.0,86.0,4.0,,Étival-clairefontaine,88480,,entreparticuliers
location,Maison,900.0,80.0,3.0,,Vinassan,11110,"Maison de village avec garage. Située au cœur de Vinassan, cette agréable maison de village sur trois niveaux offre un cadre de vie chaleureux et fonctionnel. Disponible début mai, elle conviendra parfaitement à un couple ou une petite famille à la recherche d’un logement plein de charme.",orpi
location,Maison,900.0,57.0,2.0,1.0,Plouharnel,56340,"Charmante maison T2 entièrement meublée, récemment rénovée, située dans le vieux bourg.  Elle se compose de : - Une chambre - Un salon chaleureux avec poêle à bois - Une cuisine entièrement équipée -...",pap
location,Maison,870.0,140.0,6.0,2.0,Verrières-en-forez,42600,"**Coup de cœur**  Prassouroux - VERRIERES en Forez Situé dans un petit hameau extérieur à Verrières-en-Forez  (42600) Logement-loft contemporain aménagé en 2004 dans une ancienne grange, avec vue Est...",pap
location,Maison,835.0,110.0,4.0,3.0,Saint-macaire,33490,"Maison de ville située à Saint Macaire, sur 3 niveaux, récemment rénovée, disposant d'un séjour/cuisine et wc au rez-de-chaussée, de 2 chambres et 1 salle de Bain au 1er étage et d'une grande pièce...",pap
location,Maison,790.0,106.0,4.0,,Saint,7230,"Maison À Louer meublée secteur Lablachère / Joyeuse. Située sur la commune de SAINT-ANDRE-LACHAMP (07230), à 15 minutes des commodités, charmante maison en pierre avec terrasse et vue sur la campagne environnante.",orpi
location,Maison,780.0,110.0,4.0,,Goupil-othon,27170,,entreparticuliers
location,Maison,765.0,110.0,6.0,3.0,Villefranche-sur-cher,41200,"Charmante maison de ville de 110 m², idéale pour une famille, située dans un environnement agréable et proche de toutes commodités (commerces, école, mairie, gare).  Elle se compose : • de 2 ...",pap
location,Maison,730.0,28.0,2.0,,Marignier,74970,,entreparticuliers
location,Maison,695.0,35.0,2.0,1.0,Goussainville,28410,"T2 Meublé en duplex avec mezzanine, terrasse et parking (2 places), située au calme dans une copropriété sécurisée avec portail électrique. Une pièce de vie agréable et lumineuse avec espace salon et...",pap
location,Maison,595.0,60.0,4.0,,Thuir,66300,"Maison À Louer. Charmante maison de ville rénovée à louer, idéalement située en plein centre-ville de Thuir, au 6 Rue Hoche. Cette maison de 60 m² (entièrement remise à neuf) offre un agencement optimisé et lumineux . Elle comprend un séjour accueillant, trois chambres confortables, ainsi qu’une cuisine moderne et fonctionnelle ️. Le calme d’une rue centrale vous garantit la proximité immédiate des commerces, transports et services, tout en profitant d’un cadre de vie pratique et animé ️.",orpi
location,Maison,590.0,16.0,1.0,,Sevran,93270,"studio 1 pièce 16 m²   Au rez-de-chaussée dans une résidence pavillonnaire, À louer chambre parentale refait à neuf meublé 16 m²  avec douche ,lavabo et toilette  privatifs   plus (lit, matelas,...",pap
location,Maison,520.0,23.0,2.0,1.0,Saint-nazaire,44600,"Saint Nazaire - **Studio meublé à louer** Centre ville, proche gare ( 3 min à pied), bus et tous commerces. Studio neuf meublé, 2 pièces (23 m²) comprenant : une pièce de vie avec coin cuisine...",pap
location,Maison,460.0,135.0,6.0,2.0,Orléans,45000,**Colocation**  2 chambre meublée d'environ 14 **  avec tout le nécessaire (linge de lit et pour cuisiner) chez l'habitant avec baille individuel au 1er étage d'une grande maison entre jeunes...,pap
location,Appartement,3650.0,160.0,3.0,,Paris,75011,"Bureaux / local professionnel 160 m2. Paris 11e. Métro des Boulets à 50 m. Proche Nation.  **Superbe local professionnel de 160 m² entièrement rénové**, idéalement situé 3 rue Bouvier – 75011 Paris,...",pap
location,Appartement,3499.0,73.0,3.0,2.0,Paris,75001,"Très bel appartement parisien de 73m2, entièrement rénové, comprenant 2 chambres et 2 salles de bains, idéalement situé dans le 1er arrondissement, en plein cur de Paris, à deux pas du Musée du...",pap
location,Appartement,2990.0,80.0,3.0,,Paris,75020,"Le calme d'une cour arborée, les espaces pros pour une équipe qui performe RENT. WORK. SUCCEED.  Au cœur du 20ᵉ arrondissement, dans le quartier inspirant de Jourdain, NOVADESK propose à la location...",pap
location,Appartement,2975.0,180.0,3.0,,Castelnau-le-lez,34170,"""""""**Bureau de 180 m²", libre en juin 2026**
location,Appartement,2860.0,66.0,3.0,2.0,Paris,75017,"**Refait à neuf. 2 chambres 66 m². Spacieux, élégant et tout équipé. Immeuble haussmannien.**  Localisation idéale dans les nouveaux Batignolles Paris 17ème à proximité immédiate : - des transports :...",pap
location,Appartement,2800.0,116.0,4.0,3.0,Soisy-sous-montmorency,95230,A 14 kms de Paris.  Au bord du lac d'Enghien les bains. A 500 m de la gare et des commerces. A 300 m du lycée  Magnifique appartement de 116 m2 offrant une vue panoramique sur l'ensemble du lac.,pap
location,Appartement,2800.0,62.0,3.0,,Paris,75010,"A louer en bail précaire un magnifique bureau de 62 m2 au 1er étage avec ascenseur , au pied du métro, idéalement situé rue Lafayette proche de 3 gares et de toutes commodités, très clair sans...",pap
location,Appartement,2400.0,54.0,3.0,,Paris,75001,,entreparticuliers
location,Appartement,2100.0,127.0,5.0,4.0,Celle-les-bordes,78720,"Charmante maison 5 pièces – 127 m² – Grande terrasse plein sud – Ancien corps de ferme  Située dans un ancien corps de ferme, à environ 2 km du village, cette maison offre un cadre calme et agréable,...",pap
location,Appartement,2100.0,65.0,3.0,,Beausoleil,6240,,entreparticuliers
location,Appartement,2100.0,50.0,2.0,,Cannes,6150,,entreparticuliers
location,Appartement,2056.0,45.0,3.0,,Combloux,74920,,entreparticuliers
location,Appartement,2025.0,47.0,2.0,,Sèvres,92310,,orpi
location,Appartement,2000.0,40.0,2.0,,Nice,6000,,entreparticuliers
location,Appartement,1990.0,38.0,2.0,1.0,Paris,75008,"LOCATION MEUBLEE POUR LOGEMENT DE FONCTION LOCATION MEUBLEE POUR  UNE SOCIETE  Très beau deux pièces MEUBLE 38 m2.  Cet appartement bénéficie d'un emplacement exceptionnel, Boulevard Malesherbes, en...",pap
location,Appartement,1900.0,84.0,4.0,3.0,Massy,91300,"Appartement 4 pièces de 84 m² situé au 1er étage avec ascenseur dans une résidence récente et bien entretenue construite en 2011.  Il se compose d’une entrée, d’un séjour lumineux ouvrant sur un...",pap
location,Appartement,1830.0,58.0,3.0,,Paris 14e Arrondissement,75014,,entreparticuliers
location,Appartement,1750.0,66.0,3.0,,Montrouge,92120,"A louer 66 m² d'espace totalement indépendant dans un emplacement stratégique à l'orée de Paris - Portes d'Orléans à Montrouge. Direct propriétaire.  L'espace bénéficie d'une belle lumière naturelle,...",pap
location,Appartement,1680.0,42.5,3.0,2.0,Paris,75016,"Proche plusieurs lignes de Bus, métro lignes 9 (Exelmans) et ligne 10 (Chardon Lagache, Michel Ange Molitor), RER C et Tramway.  **Appartement 3 pièces meublé** lumineux et calme au 2ème étage avec...",pap
location,Appartement,1600.0,48.0,2.0,1.0,Paris,75014,"Montparnasse, transports, proche commerces Deux pièces 48 m², 5ème étage, ascenseur, très lumineux, calme : entrée, grand séjour, chambre avec sa salle de bains, cuisine indépendante, toilettes...",pap
location,Appartement,1595.0,113.0,5.0,,Bures,91440,"Un appartement à louer de 112,66 m² à Bures-sur-Yvette. BURES SUR YVETTE - Un appartement de type F5 de 112,66 m² au 3ème et dernier étage avec balcon comprenant : une entrée avec placard, un WC, un séjour double, une cuisine aménagée, trois chambres, une salle de bains et une salle d'eau avec WC.",orpi
location,Appartement,1580.0,46.0,2.0,1.0,Paris,75014,"Appartement lumineux, entièrement rénové, libre 10.4.2026, balcon 6 m² donnant sur impasse arborée calme, 2e étage ascenseur. 300 m Métro ALESIA & bus 38, 68, 92. Proche tous commerces, face arrêt...",pap
location,Appartement,1550.0,94.0,4.0,,Toulouse,31000,TOULOUSE - Saint-Georges - Appartement familial T4 rénové avec balcon. TOULOUSE - Saint-Georges - Appartement familial T4 rénové avec balcon,orpi
location,Appartement,1500.0,32.0,1.0,,Paris,75016,"75016, village d'Auteuil-**très beau studio Meublé** (29 m2+ loggia m2), refait à neuf, très clair, parquet, 7ème étage ASC. Immeuble standing 1970 sécurisé avec gardien et interphone. Quartier...",pap
location,Appartement,1500.0,23.0,3.0,,Paris,75012,Dans centre d'affaires sécurisé avec accès 24h/24 et 7j/7 venez découvrir vos nouveaux bureaux.  Réception courriers.  Proches commerces et transports.  Loyer 1500 € HT/CC. Les charges comprennent le...,pap
location,Appartement,1490.0,23.0,1.0,,Paris,75004,"**Superbe studio entièrement rénové, baigné de lumière, situé au 5ᵉ étage au cœur du Marais, offrant une vue dégagée exceptionnelle sur l'Hôtel de Ville.**  **Niché face à une place piétonne...",pap
location,Appartement,1485.0,38.0,2.0,1.0,Paris,75015,"T2 meublé - refait à neuf - 38m² Paris 15ᵉ Dupleix / Motte-Piquet. Rue Rouelle. Traversant sur rue et cour, très calme, lumineux, au 1ᵉʳ étage. Petite entrée, chambre (grande penderie, lit double et...",pap
location,Appartement,1480.0,30.0,1.0,1.0,Paris,75016,"Studio meublé lumineux – Kléber / Maillot / Trocadéro Dans un quartier recherché, à proximité immédiate de la place du Trocadéro, découvrez ce charmant studio meublé de 30 m² situé dans une résidence...",pap
location,Appartement,1475.0,33.0,3.0,,Paris,75017,"Appartement meublée en colocation – Paris 17ᵉ –  Colocation déjà occupée par des femmes –   Adresse : Boulevard Bessières, Paris 17ᵉ – Proche métro Porte de Saint-Ouen (Ligne 13)  Je suis...",pap
location,Appartement,1440.0,91.0,3.0,,Lyon 3,69003,"Appartement À Louer - T3 avec balcon, parking et cave – Proche Part-Dieu. Rue Saint Antoine : appartement T3 non meublé à louer de 90.80m2",orpi
location,Appartement,1400.0,80.0,4.0,,Évry-courcouronnes,91000,,entreparticuliers
location,Appartement,1400.0,45.0,2.0,,Montrouge,92120,"""Appartement F2 meublé à louer. Au centre ville de Montrouge, à moins de 5 min à pied du métro """"Mairie de Montrouge"""" (Ligne 4) et au pied des commerces", dans un immeuble moderne sécurisé avec gardien
location,Appartement,1390.0,45.0,2.0,1.0,Fontenay-sous-bois,94120,"Superbe T2 neuf jamais occupé, situé dans le secteur du Village à Fontenay-sous-Bois, au 4ème et dernier étage d'une résidence neuve.   Le bien : - Entièrement meublé, prêt à vivre (le lit, la table...",pap
location,Appartement,1390.0,24.0,1.0,,Paris,75006,"**Exclusivement** en **bail civil** ou **résidence secondaire/logement de fonction**.  Studio cosy 2e étage sans ascenseur, dans un immeuble classé monument historique (tour de Nesles), à 150 m du...",pap
location,Appartement,1372.0,38.0,3.0,2.0,Clichy,92110,"3 pièces de 38 m², meublé avec goût et baigné de lumière, au 2e étage. Les 2 chambres et la cuisine équipée donnent sur une cour très calme, le salon-salle à manger donne sur une rue calme. Salle de...",pap
location,Appartement,1350.0,78.0,4.0,,Lyon 5,69005,"Appartement de type 4 au 4ème étage avec ascenseur, loué nu, de 77.74m² carrez (83.54m² utiles), comprenant : entrée, trois chambres, un grand séjour, une cuisine indépendante donnant sur loggia vitrée, un dressing, une salle de bain.",orpi
location,Appartement,1330.0,31.0,1.0,,Boulogne-billancourt,92100,,entreparticuliers
location,Appartement,1300.0,84.0,3.0,,Bondy,93140,,entreparticuliers
location,Appartement,1300.0,33.0,2.0,1.0,Paris,75015,"Rue Olivier de Serres 75015 Paris Métro Porte de Versailles ou Convention (ligne 12), proche tramway, commerces et facultés.  Au 2ème étage, ensoleillé 2 pièces, 33 m², en très bon état Cuisine...",pap
location,Appartement,1226.0,41.0,3.0,,Paris 17,75017,,orpi
location,Appartement,1200.0,94.0,4.0,,Joué,37300,"Magnifique duplex F5 meublé à louer avec garage et box. Magnifique duplex meublé à louer au cœur de Joué-lès-Tours, 6 rue Jean Moulin - 2ème étage — emplacement idéal en centre-ville !",orpi
location,Appartement,1191.0,64.0,3.0,,Mandelieu-la-napoule,6210,,entreparticuliers
location,Appartement,1152.0,71.0,3.0,,Lyon 4,69004,APPARTEMENT T3 - CROIX ROUSSE - Résidence 2020 - 70.50m² - 1152.85€ CC. RUE DE CUIRE - QUARTIER CROIX ROUSSE,orpi
location,Appartement,1150.0,29.0,1.0,,Paris,75010,"Studio 29 m2 rénové, à proximité du canal St Martin et des métros Gare de l'Est et Chateau Landon, lumineux et très bien isolé (toiture et murs), calme, sur cour. 4e et dernier étage sans vis à vis...",pap
location,Appartement,1133.0,72.0,3.0,,Toulouse,31000,TOULOUSE - Guilheméry - Place Dupuy - T3 meublé avec balcon. TOULOUSE - Guilheméry - Place Dupuy - T3 meublé avec balcon,orpi
location,Appartement,1120.0,21.0,1.0,,Paris,75005,"Dans quartier très animé, près rue Mouffetard et square Saint-Médard, immeuble très calme, fenêtres sur cour (pas de voitures), gardienne, interphone, digicode, badge, au 2ème étage avec ascenseur,...",pap
location,Appartement,1100.0,82.0,4.0,,Tournefeuille,31170,"T4 neuf avec terrasse de 50m² - TOURNEFEUILLE. Découvrez ce bel appartement neuf de 85m² à louer à Tournefeuille, idéalement situé dans un quartier résidentiel.",orpi
location,Appartement,1100.0,82.0,4.0,,Eaunes,31600,"À Louer EAUNES- Appartement T4 duplex neuf de 81m² avec deux places de parking. Venez découvrir dans cette résidence neuve, un appartement T4 duplex meublé de 81.88 m² assorti de services para hôteliers (petit déjeuner, ménage, linge de maison). Situé à proximité du centre ville de EAUNES vous aurez un accès aux commerces de proximité à pied.",orpi
location,Appartement,1100.0,66.0,3.0,2.0,Arcachon,33120,"A louer, charmant T3 meublé de 66 m², cachet ancien, au 1er et dernier étage,  situé dans l'hyper centre d'Arcachon, avenue Lamartine.  Situation idéale  à proximité de tous les commerces (marché...",pap
location,Appartement,1100.0,50.04,2.0,1.0,Rueil-malmaison,92500,"Rueil Mont-Valérien- Proche Eco Quartier, commerces et transports. **Beau 2 pièces** comprenant une entrée, cuisine aménagée, séjour donnant sur balcon, chambre, salle de bains, wc. Un parking...",pap
location,Appartement,1100.0,42.0,2.0,1.0,Saint-paul,97400,"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...",pap
location,Appartement,1100.0,35.0,2.0,1.0,Gagny,93220,"Studio de 35 m² **entièrement meublé**, 1ᵉʳ étage, ascenseur, au calme, vue sur jardin avec place de parking intérieur et cave. À 7 min à pied du RER.",pap
location,Appartement,1033.0,40.0,2.0,,Montreuil,93100,,entreparticuliers
location,Appartement,1023.0,33.0,2.0,,Boulogne-billancourt,92100,,entreparticuliers
location,Appartement,980.0,61.0,3.0,,Toulouse,31400,T3 meublé en dernier étage - Paul Sabatier / Toulouse. Venez découvrir ce T3 meublé au cinquième et dernier étage avec ascenseur situé proche de l'université Paul Sabatier à Toulouse.,orpi
location,Appartement,950.0,50.0,3.0,,Paris,75020,"English below  Colocation - **Chambre totalement meublée de 15 m²  disponible** dans un appartement en colocation meublée et tout équipée de 50 m². Idéal pour étudiant(e) studieux, alternant ou jeune...",pap
location,Appartement,950.0,12.0,1.0,,Paris,75009,Très beau  studio avec cuisinette  dans immeuble de standing. Dernier étage avec ascenseur. Baigné de soleil et vue dégagée. Entièrement équipé et récemment rénové. Lit en mezzanine augmente...,pap
location,Appartement,944.0,18.0,1.0,,Paris,75016,"Location meublée pour 1 personne, disponible à compter de 01 mai.  Maisonnette indépendante dans la cour intérieure. Séjour canapé convertible, mezzanine avec matelas, salle de douches, wc,...",pap
location,Appartement,920.0,180.0,6.0,5.0,Plurien,22240,"**Maison spacieuse**, poêle à granules puissant, entourée d'un beau jardin, dans le bourg, près de l'école , des commerces,services,  à 1km des plages Sables d'Or, 17 minutes de Lamballe, service de...",pap
location,Appartement,919.0,53.0,2.0,,Le Bourget,93350,"LE BOURGET - GRAND 2 PIECES. Situé au centre du Bourget, dans une très belle résidence. Magnifique appartement situé au première étage sur jardin Il est composé d'une belle entrée, un grand séjour, une chambre très spacieuse, une salle de bain et un WC ainsi que 2 balcons Chauffage individuel électrique. Disponible le 26 juillet 2026",orpi
location,Appartement,900.0,150.0,4.0,,Le Havre,76600,,entreparticuliers
location,Appartement,890.0,35.0,1.0,,Montreuil,93100,"Appartement meublé de 35 m², entièrement meublé et équipé, situé à 12 minutes à pied du métro Mairie de Montreuil, au bout d'une impasse, dans un quartier pavillonnaire très calme et chaleureux.  ...",pap
location,Appartement,880.0,49.85,2.0,1.0,Draveil,91210,"Neuf 2 pièces de 48 m² traversant orienté sud/est et Ouest.  Quartier tranquille de Champrosay, proche gare RER D de Ris-Orangis, commerces et forêt de Sénart.  Cet appartement est au rez-de-chaussée...",pap
location,Appartement,880.0,39.0,2.0,,Nice,6000,,entreparticuliers
location,Appartement,850.0,53.0,3.0,,Grenoble,38000,,entreparticuliers
location,Appartement,850.0,49.0,2.0,,Le Mée,77350,,orpi
location,Appartement,850.0,44.0,2.0,,Lagord,17140,,entreparticuliers
location,Appartement,839.0,30.0,2.0,,Gennevilliers,92230,,entreparticuliers
location,Appartement,835.0,14.0,1.0,,Paris,75010,Logement Libre.  Merci de préciser votre situation : - université et/ou employeur - type de contrat / stage - revenus/bourse - caution VISALE ou équivalent ou mêmes informations pour le garant...,pap
location,Appartement,830.0,17.0,1.0,,Paris,75018,"Location meublée studio 17 m², 75018 Paris. Proximité du métro 4 Château Rouge à 3 min.  **Très calme. studio meublé, bien lumineux**, au 1er étage, 1 chambre, coins de cuisine, salle de bains et wc.",pap
location,Appartement,820.0,44.0,2.0,,Bray,59123,"Appartement meublé 1 chambre à Bray Dunes À Louer. Vos agences immobilières ORPI Horizon Dunkerque & Bray-Dunes vous proposent à Bray-Dunes plage cet appartement meublé au premier étage d'un petit immeuble. Il se compose d'une entrée, un séjour, une salle d'eau, un wc et une chambre. Le loyer est toutes charges incluses (eau, électricité et taxe d'ordures ménagères). Disponible au 27 avril 202",orpi
location,Appartement,815.0,40.0,1.0,,Tours,37000,,entreparticuliers
location,Appartement,800.0,40.0,2.0,1.0,Meaux,77100,"Superbe 2 pièces **refait à neuf** (fin 2024)  Très lumineux et parfaitement agencé. Situé au 2 étage d'un petit immeuble de 3 appartements, dans une rue très calme, cet appartement entièrement...",pap
